sentence,full_audio_path,no_tone
Abẹ́rẹ́ àjẹsára kò tí ì sí fún ààrùn olóde.,/content/drive/MyDrive/clips/common_voice_yo_36881463.mp3,Abere ajesara ko ti i si fun aarun olode.
Nàìjíríà tí dín owó epo wọ́n ku nítorí ìjàm̀bá àti ìkọlù tó ṣẹlẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36881475.mp3,Naijiria ti din owo epo won ku nitori ijamba ati ikolu to sele
Báyìí ní awakọ̀ Márúwá ṣé gba ẹ̀mí àwọn méjì là,/content/drive/MyDrive/clips/common_voice_yo_36881496.mp3,Bayii ni awako Maruwa se gba emi awon meji la
Ẹ wo àwọn tí a pè ní olówó òjijì bí wọ́n ṣe ń dárà,/content/drive/MyDrive/clips/common_voice_yo_36881497.mp3,E wo awon ti a pe ni olowo ojiji bi won se n dara
Ìjọba ti ní kí àwọn òṣìṣẹ́ ìjọba sin mi fún oṣù kan.,/content/drive/MyDrive/clips/common_voice_yo_36881498.mp3,Ijoba ti ni ki awon osise ijoba sin mi fun osu kan.
Àwọn ọ̀dọ́ dáná sun tírélà akẹ́rù tẹrùtẹrù ní Èkìtì.,/content/drive/MyDrive/clips/common_voice_yo_36881499.mp3,Awon odo dana sun tirela akeru teruteru ni Ekiti.
"Gẹ́gẹ́ bí olóyún, ẹ ò gbọdọ̀ rin ìrìn ọ̀sán gan-an àbí ìrìn òru",/content/drive/MyDrive/clips/common_voice_yo_36881500.mp3,"Gege bi oloyun, e o gbodo rin irin osan gan-an abi irin oru"
Wọ́n ní ẹgbẹ̀rún mẹ́wàá ti kéré jù fún wọn láti ná.,/content/drive/MyDrive/clips/common_voice_yo_36881567.mp3,Won ni egberun mewaa ti kere ju fun won lati na.
Ẹ ò lè jíròrò l'órílẹ̀èdè yín bẹ́ ò bá paná ìjà ogún yìí.,/content/drive/MyDrive/clips/common_voice_yo_36881568.mp3,E o le jiroro l'orileede yin be o ba pana ija ogun yii.
Ṣèyí sopé ọ̀sẹ̀ àkọ́kọ́ nínú oṣù ọpẹ́ ni òun màá sìnkú ìyá òun.,/content/drive/MyDrive/clips/common_voice_yo_36881569.mp3,Seyi sope ose akoko ninu osu ope ni oun maa sinku iya oun.
Ọ̀nà àbáyọ kan ṣoṣo ni àwọn ènìyàn yìí wá.,/content/drive/MyDrive/clips/common_voice_yo_36881621.mp3,Ona abayo kan soso ni awon eniyan yii wa.
Àwọn èèyàn díẹ̀ pàdánú ẹ̀mí wọn nínú ìjàmbá tó ṣẹlẹ̀ ní alé àná.,/content/drive/MyDrive/clips/common_voice_yo_36881622.mp3,Awon eeyan die padanu emi won ninu ijamba to sele ni ale ana.
Àwọn ọdọ́ ké sáwọn aṣáájú láti pe ìpàdé.,/content/drive/MyDrive/clips/common_voice_yo_36881624.mp3,Awon odo ke sawon asaaju lati pe ipade.
Omi tẹ̀yìn wọ̀gbín lẹ́nu fáwọn mẹ́ta tó lu èèyàn ní gbájúẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36881625.mp3,Omi teyin wogbin lenu fawon meta to lu eeyan ni gbajue.
"Ohun tó bá wú oníkálukú ni kó sọ, mò ń gbìyànjú",/content/drive/MyDrive/clips/common_voice_yo_36881626.mp3,"Ohun to ba wu onikaluku ni ko so, mo n gbiyanju"
Kí ni èrò àwọn èèyàn nípa orin Àyìnlá ọmọ Wúrà?,/content/drive/MyDrive/clips/common_voice_yo_36881627.mp3,Ki ni ero awon eeyan nipa orin Ayinla omo Wura?
Ọ̀pọ̀lọpọ bùkátà ló wà níwájú mi báyìí o.,/content/drive/MyDrive/clips/common_voice_yo_36881628.mp3,Opolopo bukata lo wa niwaju mi bayii o.
Àwọn ẹlẹ́sìn ìbílẹ̀ ń fẹ́ kí èrè òṣèlú alágbádá yíká gbogbo ẹ̀sìn.,/content/drive/MyDrive/clips/common_voice_yo_36881629.mp3,Awon elesin ibile n fe ki ere oselu alagbada yika gbogbo esin.
Owonikókó dèrò ẹ̀wọ̀n fún ọdún mẹ́tàdínlógún.,/content/drive/MyDrive/clips/common_voice_yo_36881630.mp3,Owonikoko dero ewon fun odun metadinlogun.
Ìdí kan ni ìlú kò ṣe fi Ọlá joyè mọ́.,/content/drive/MyDrive/clips/common_voice_yo_36881656.mp3,Idi kan ni ilu ko se fi Ola joye mo.
Àwàdà ni àwọn ọmọ náà fi ọ̀rọ̀ wa ṣe.,/content/drive/MyDrive/clips/common_voice_yo_36881657.mp3,Awada ni awon omo naa fi oro wa se.
Lára àwọn ọmọ tí olóògbé bí sọ pé olóògbé fẹ́ràn ẹbí àti ará.,/content/drive/MyDrive/clips/common_voice_yo_36881658.mp3,Lara awon omo ti oloogbe bi so pe oloogbe feran ebi ati ara.
Ètò iṣẹ́ wa ṣe paàtàkì láti ṣe àkíyèsí rẹ̀ dáradára.,/content/drive/MyDrive/clips/common_voice_yo_36881659.mp3,Eto ise wa se paataki lati se akiyesi re daradara.
Alákóso ìjọba ìpínlẹ̀ Ọ̀yọ́ nígbàkanrí ni Adétúnjí Ìdòwú Olúrìn,/content/drive/MyDrive/clips/common_voice_yo_36881660.mp3,Alakoso ijoba ipinle Oyo nigbakanri ni Adetunji Idowu Olurin
Ọmọbìnrin rí ara èèyàn nínú fìríìjì ọ̀rẹ́kùnrin rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36881667.mp3,Omobinrin ri ara eeyan ninu firiiji orekunrin re.
Aṣọ eégún ní ọ̀pọ̀lọpọ̀ agbára tí àwa ọ̀dọ́ ò mọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36881668.mp3,Aso eegun ni opolopo agbara ti awa odo o mo.
A fa gbogbo rẹ̀ lé Ọlọrun lọ́wọ́.,/content/drive/MyDrive/clips/common_voice_yo_36881669.mp3,A fa gbogbo re le Olorun lowo.
Agbẹnusọ Afẹ́nifẹ́re ti di olóògbé lọ́sẹ̀ tó kọjá.,/content/drive/MyDrive/clips/common_voice_yo_36881690.mp3,Agbenuso Afenifere ti di oloogbe lose to koja.
Ọ̀gá àgbà ọgbà ẹ̀wọ̀n fèsì lórí ìròyìn pé kí á ma lọ.,/content/drive/MyDrive/clips/common_voice_yo_36881691.mp3,Oga agba ogba ewon fesi lori iroyin pe ki a ma lo.
Ohun burúkú ṣẹlẹ̀ sí mi ní Nàíjíríà lánàá.,/content/drive/MyDrive/clips/common_voice_yo_36881692.mp3,Ohun buruku sele si mi ni Naijiria lanaa.
Gbajúgbajà òṣèrè kan jáde láyé.,/content/drive/MyDrive/clips/common_voice_yo_36881693.mp3,Gbajugbaja osere kan jade laye.
Àdùnní Adébáyọ̀ wà ní àhámọ́ àwọn ọlọ́pàá fún ẹ̀sùn tí ò mọ̀ nípa.,/content/drive/MyDrive/clips/common_voice_yo_36881694.mp3,Adunni Adebayo wa ni ahamo awon olopaa fun esun ti o mo nipa.
"Lóòótọ́ ni ó mọ̀wé, ṣùgbọ́n ó ní láti gbaradì fún ìdánwò tó kẹ́yìn.",/content/drive/MyDrive/clips/common_voice_yo_36881705.mp3,"Loooto ni o mowe, sugbon o ni lati gbaradi fun idanwo to keyin."
"Ní báyìí, àwọn ọ̀dọ́ ti ṣetán láti bá wa ṣiṣẹ́ ní Ọ̀yọ́.",/content/drive/MyDrive/clips/common_voice_yo_36881706.mp3,"Ni bayii, awon odo ti setan lati ba wa sise ni Oyo."
Ọmọ ọba àgbà ra bàálù méjì.,/content/drive/MyDrive/clips/common_voice_yo_36881707.mp3,Omo oba agba ra baalu meji.
Ìjọba ìpínlẹ̀ Èkó ti ti Ọjà Ládọjà pa.,/content/drive/MyDrive/clips/common_voice_yo_36881708.mp3,Ijoba ipinle Eko ti ti Oja Ladoja pa.
Ṣúnkẹrẹ fàkẹrẹlójú pópó gbalẹ̀ lẹ́yìn ìjàmbá ọkọ̀ epo ní ìlú Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36881709.mp3,Sunkere fakereloju popo gbale leyin ijamba oko epo ni ilu Ibadan.
Ọdún àjíǹde kù ọjọ́ díẹ̀ sí ìsiyìí.,/content/drive/MyDrive/clips/common_voice_yo_36881730.mp3,Odun ajinde ku ojo die si isiyii.
Èyí ni àwọn ohun tó yẹ kí o mọ̀ nípa ọba ìlú Ìjẹ̀bú tuntun.,/content/drive/MyDrive/clips/common_voice_yo_36881731.mp3,Eyi ni awon ohun to ye ki o mo nipa oba ilu Ijebu tuntun.
Ìwádìí ilé aṣòfin foríṣánpọ́n lórí ẹ̀sùn apànìyàn tí wọ́n fi kàn Fẹ́mi.,/content/drive/MyDrive/clips/common_voice_yo_36881732.mp3,Iwadii ile asofin forisanpon lori esun apaniyan ti won fi kan Femi.
Kí lo dé tí ìwà ìbàjẹ́ ṣe pọ̀ lọ̀wọ́ Gómìnà Mákindé.,/content/drive/MyDrive/clips/common_voice_yo_36881733.mp3,Ki lo de ti iwa ibaje se po lowo Gomina Makinde.
Kìí ṣe gbogbo ohun tí ọlọ́pàá sọ ni tòótọ́.,/content/drive/MyDrive/clips/common_voice_yo_36881734.mp3,Kii se gbogbo ohun ti olopaa so ni tooto.
Iléeṣẹ́ kan máa ń gbé ìròyìn èké sítà.,/content/drive/MyDrive/clips/common_voice_yo_36881767.mp3,Ileese kan maa n gbe iroyin eke sita.
Ìjọba gbẹ́sẹ̀lé gbogbo ǹkan ìní Babátúndé tó tó ọpọ owó iyebíye.,/content/drive/MyDrive/clips/common_voice_yo_36881768.mp3,Ijoba gbesele gbogbo nkan ini Babatunde to to opo owo iyebiye.
Tinúbú ló sọ fún Bọ̀dé pé òun ti di èèyàn lágbo olósèlú,/content/drive/MyDrive/clips/common_voice_yo_36881784.mp3,Tinubu lo so fun Bode pe oun ti di eeyan lagbo oloselu
Ṣé ẹ̀yin mọ idí ti Àkàndé fi ń jẹ́ Òbésèré?,/content/drive/MyDrive/clips/common_voice_yo_36881785.mp3,Se eyin mo idi ti Akande fi n je Obesere?
"Ìjọba kò mú àdéhùn wọn àtọdúnmọ́dún ṣẹ, la ṣé ń wosẹ́ níran.",/content/drive/MyDrive/clips/common_voice_yo_36881786.mp3,"Ijoba ko mu adehun won atodunmodun se, la se n wose niran."
Ìdí iṣẹ́ ológun ni bàbá mi ti padà wá sílé pẹ̀lú ojú kan.,/content/drive/MyDrive/clips/common_voice_yo_36881807.mp3,Idi ise ologun ni baba mi ti pada wa sile pelu oju kan.
Ọ̀gágun Jẹ́mibẹ̀wọ́n faraya lórí bí àwọn jàǹdùkú ṣe ń borí ọmọ ogun wa.,/content/drive/MyDrive/clips/common_voice_yo_36881808.mp3,Ogagun Jemibewon faraya lori bi awon janduku se n bori omo ogun wa.
Àjọ tó ń ṣe ìrànlọ́wọ́ fún àwọn àgbẹ̀ ti la òfin tuntun kalẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36881809.mp3,Ajo to n se iranlowo fun awon agbe ti la ofin tuntun kale.
"Yínká kò rọrùn láti bá ṣiṣẹ́, nítorí ẹ̀ ni mo fi ṣe ìyanṣẹ́lódì",/content/drive/MyDrive/clips/common_voice_yo_36881810.mp3,"Yinka ko rorun lati ba sise, nitori e ni mo fi se iyanselodi"
Búlọ́kù igba náírà ti di ọgọ́rin náírà ní ìpínlẹ̀ Ọ̀yọ́.,/content/drive/MyDrive/clips/common_voice_yo_36881823.mp3,Buloku igba naira ti di ogorin naira ni ipinle Oyo.
Igbákejì Gómìnà ní Ìbàdàn ti sọ pé òun á fi ipò sílẹ̀ láìpẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36881824.mp3,Igbakeji Gomina ni Ibadan ti so pe oun a fi ipo sile laipe.
Àwọn agbèrò tún kọlu àgọ́ Ọlọ́pàá kan ní Ìsọlọ̀,/content/drive/MyDrive/clips/common_voice_yo_36881825.mp3,Awon agbero tun kolu ago Olopaa kan ni Isolo
Owó epo tó yẹ kí ó ma díkù níṣe ló ń lékún si.,/content/drive/MyDrive/clips/common_voice_yo_36881827.mp3,Owo epo to ye ki o ma diku nise lo n lekun si.
Òfin tí yóò mú àtúnṣe bá ìlànà ìsìnkú ọba ní ìpínlẹ̀ Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36881828.mp3,Ofin ti yoo mu atunse ba ilana isinku oba ni ipinle Eko.
Kúnlé fagilé ayẹyẹ ọjọ́ ìbí rẹ lójijì.,/content/drive/MyDrive/clips/common_voice_yo_36980782.mp3,Kunle fagile ayeye ojo ibi re lojiji.
Aláàfin àkọ́kọ́ tí yóò lo àádọ́ta ọdún lórí ìtẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36980785.mp3,Alaafin akoko ti yoo lo aadota odun lori ite.
Oyètọ́lá ní òun kọ́ lòun bá Tinúbú ra ilẹ̀ sí Ajébọ̀,/content/drive/MyDrive/clips/common_voice_yo_36981576.mp3,Oyetola ni oun ko loun ba Tinubu ra ile si Ajebo
Ká má baà ṣubú ni a fi ń wọ bàtà tó múlẹ̀ dáadáa,/content/drive/MyDrive/clips/common_voice_yo_36981577.mp3,Ka ma baa subu ni a fi n wo bata to mule daadaa
Àwọn adigunjalè mẹ́ta ló kọlu ọkọ̀ tó ń gbówó jáde ní Ìkirè,/content/drive/MyDrive/clips/common_voice_yo_36981579.mp3,Awon adigunjale meta lo kolu oko to n gbowo jade ni Ikire
Ẹgbẹ́ Yorùbá ní ọwọ́ alágbarà ẹ̀yìn odi ló wà nídìí ìkọlù yìí.,/content/drive/MyDrive/clips/common_voice_yo_36981580.mp3,Egbe Yoruba ni owo alagbara eyin odi lo wa nidii ikolu yii.
Oríṣiríṣi ẹ̀kọ́ lówà nínú kíka ìwé.,/content/drive/MyDrive/clips/common_voice_yo_36981586.mp3,Orisirisi eko lowa ninu kika iwe.
Àfẹ́sọ́nà Tèmi mú ọ̀rọ̀ jáde lẹ́nu bàbá olówó.,/content/drive/MyDrive/clips/common_voice_yo_36981587.mp3,Afesona Temi mu oro jade lenu baba olowo.
Àjọ elépo rọ̀bì ní kó sáyé fífi owó kún owó epo bẹntiró.,/content/drive/MyDrive/clips/common_voice_yo_36981589.mp3,Ajo elepo robi ni ko saye fifi owo kun owo epo bentiro.
Ẹ̀rọ ayàwòrán ti tú àṣírí àwọn tó lọ jalè ní àdúgbò Mọ̀lété,/content/drive/MyDrive/clips/common_voice_yo_36981590.mp3,Ero ayaworan ti tu asiri awon to lo jale ni adugbo Molete
Igboho sọ̀rọ̀ lórí ohun tó kan fún ilẹ̀ Yorùbá lọ́dún tó ń bọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36981669.mp3,Igboho soro lori ohun to kan fun ile Yoruba lodun to n bo.
"Púpọ̀ nínú wọn ní ẹ̀sì, wọ́n ní ìwà, wọ́n sì ní ẹwà pẹ̀lú.",/content/drive/MyDrive/clips/common_voice_yo_36981670.mp3,"Pupo ninu won ni esi, won ni iwa, won si ni ewa pelu."
Sanwó-Olú gbàlejò àwọn akẹ́kọ̀ọ́ ọgọ́ta ní ilé rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36981672.mp3,Sanwo-Olu gbalejo awon akekoo ogota ni ile re.
Àwọn ọ̀tá ìtẹ̀síwájú ń sa ipá láti ba ikọ̀ Amotekun lórúkọ jẹ́,/content/drive/MyDrive/clips/common_voice_yo_36981673.mp3,Awon ota itesiwaju n sa ipa lati ba iko Amotekun loruko je
Ìbùdó yìí ló ń tọ́ ọ̀dọ́ sọ́nà nípa iṣẹ́ ọnà àti àṣà.,/content/drive/MyDrive/clips/common_voice_yo_36981689.mp3,Ibudo yii lo n to odo sona nipa ise ona ati asa.
Ìgbà wo ni àwọn adarí ilé iṣẹ́ yìí máa dé láti bá wa ṣiṣẹ́?,/content/drive/MyDrive/clips/common_voice_yo_36981690.mp3,Igba wo ni awon adari ile ise yii maa de lati ba wa sise?
Ìwádìí fihàn pé ọta ìbọn àwọn ológun Nàìjíríà ló ṣọṣẹ́ níbi ìwọ́de ní Èkó,/content/drive/MyDrive/clips/common_voice_yo_36981693.mp3,Iwadii fihan pe ota ibon awon ologun Naijiria lo sose nibi iwode ni Eko
Ọkọ àti ìyàwó ri ọmọ ọdún kan àbọ̀ mọ́lẹ̀ láàyè.,/content/drive/MyDrive/clips/common_voice_yo_36981709.mp3,Oko ati iyawo ri omo odun kan abo mole laaye.
Ẹgbẹ́ òṣèlú onígbàálẹ̀ ti ní ọmọ ẹgbẹ́ tó pọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36981710.mp3,Egbe oselu onigbaale ti ni omo egbe to po.
Àwọn Yorùbá náà ló tún má ń pe ìbẹta ni ọmọ ọba.,/content/drive/MyDrive/clips/common_voice_yo_36981711.mp3,Awon Yoruba naa lo tun ma n pe ibeta ni omo oba.
Èèyàn márùn-ún ti di èrò ẹ̀wọ̀n nítorí olè jíjà,/content/drive/MyDrive/clips/common_voice_yo_36981712.mp3,Eeyan marun-un ti di ero ewon nitori ole jija
Ipa obìnrin nínú àwùjọ Yorùbá ò tán síbẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36983020.mp3,Ipa obinrin ninu awujo Yoruba o tan sibe.
Kò sí ẹni tí mo lè gbẹ́kẹ̀lé nínú ilé ìwé alákọ̀ọ́bẹ̀rẹ̀ yẹn,/content/drive/MyDrive/clips/common_voice_yo_36983022.mp3,Ko si eni ti mo le gbekele ninu ile iwe alakoobere yen
Gómìnà fún akẹ́kọ̀ọ́ tó gba ipò kíníń ní owó.,/content/drive/MyDrive/clips/common_voice_yo_36983026.mp3,Gomina fun akekoo to gba ipo kinin ni owo.
Kí ni àwọn ǹkan tó yẹ kó o mọ̀ nípa Adétúnjí Ìdòwú Olúrìn?,/content/drive/MyDrive/clips/common_voice_yo_36983029.mp3,Ki ni awon nkan to ye ko o mo nipa Adetunji Idowu Olurin?
Àwọn ajínigbé kó sí ọwọ́ ọlọ́pàá ní ìpínlẹ̀ Èkìtì.,/content/drive/MyDrive/clips/common_voice_yo_36986877.mp3,Awon ajinigbe ko si owo olopaa ni ipinle Ekiti.
Jẹ́gẹ́dẹ́ ti yan Gbólúga Sanjọ́ gẹ́gẹ́ bí ìgbákejì rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36986878.mp3,Jegede ti yan Gboluga Sanjo gege bi igbakeji re.
Ìrìnkèrindò Akọ́láwọlé ni orúkọ ètò tí a máa ń gbọ́ nígbà yẹn,/content/drive/MyDrive/clips/common_voice_yo_36986879.mp3,Irinkerindo Akolawole ni oruko eto ti a maa n gbo nigba yen
Mo fẹ́ jẹ́ kí wọ́n bẹ̀rẹ̀ iṣẹ́ lórí ìwé ìrìnna mi.,/content/drive/MyDrive/clips/common_voice_yo_36986880.mp3,Mo fe je ki won bere ise lori iwe irinna mi.
Ìgbòho fojú ba ilé-ẹjọ́ ní Àbújá lọ́jọ́ Ajé tó kọjá,/content/drive/MyDrive/clips/common_voice_yo_36986881.mp3,Igboho foju ba ile-ejo ni Abuja lojo Aje to koja
Ìròyìn òfégè ní pé mò kò oúnjẹ pamọ́ sí ilé mí.,/content/drive/MyDrive/clips/common_voice_yo_36986889.mp3,Iroyin ofege ni pe mo ko ounje pamo si ile mi.
Ọwọ́ tẹ ọmọbìnrin tó tọ́jú ògùn olóro sí ojú-ara.,/content/drive/MyDrive/clips/common_voice_yo_36986891.mp3,Owo te omobinrin to toju ogun oloro si oju-ara.
Wo àwọn ìlúmọ̀ọ́ká tó ṣe ìgbéyàwó ní ọdún tó kọjá.,/content/drive/MyDrive/clips/common_voice_yo_36986892.mp3,Wo awon ilumooka to se igbeyawo ni odun to koja.
Ẹ̀ṣẹ̀ kan ṣoṣo ni àwọn ọmọ náà ṣẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36986893.mp3,Ese kan soso ni awon omo naa se.
Ǹjẹ́ ẹ já ẹrù bàbá àgbàlagbà yẹn kalẹ̀ ní?,/content/drive/MyDrive/clips/common_voice_yo_36986904.mp3,Nje e ja eru baba agbalagba yen kale ni?
Ọlọ́pàá ní ìyàwó adarí òṣìṣẹ́ Ondo tì gba òmìnira lẹ́yìn ọjọ́ méjì.,/content/drive/MyDrive/clips/common_voice_yo_36986905.mp3,Olopaa ni iyawo adari osise Ondo ti gba ominira leyin ojo meji.
Rẹ̀mí ra ọkọ̀ fún gbogbo àwọn ẹ̀gbọ́n rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36986906.mp3,Remi ra oko fun gbogbo awon egbon re.
Ta ló ń ṣo Igbákejì ààrẹ nígbà tó bá wà nínú ilé?,/content/drive/MyDrive/clips/common_voice_yo_36986907.mp3,Ta lo n so Igbakeji aare nigba to ba wa ninu ile?
Ẹ̀rọ ìgbàlódé náà dára púpọ̀ gidigidi gan.,/content/drive/MyDrive/clips/common_voice_yo_36986908.mp3,Ero igbalode naa dara pupo gidigidi gan.
Ohun tí àwọn àgbààgbà Yorùbá máa ń ṣe rèé.,/content/drive/MyDrive/clips/common_voice_yo_36991087.mp3,Ohun ti awon agbaagba Yoruba maa n se ree.
Lọlá ṣe ìgbéyàwó pẹ̀lú Adébóyè ní ọ̀sẹ̀ tó lọ.,/content/drive/MyDrive/clips/common_voice_yo_36991089.mp3,Lola se igbeyawo pelu Adeboye ni ose to lo.
Àwọn awakọ̀ Ìbàdàn ti kúrò ní iìdíkọ̀ tán kí n tó dé bẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36991170.mp3,Awon awako Ibadan ti kuro ni iidiko tan ki n to de be.
Irọ́ ikú làá pa mọ́ àdá ni ó ṣe má ń pẹ́ láyé.,/content/drive/MyDrive/clips/common_voice_yo_36991171.mp3,Iro iku laa pa mo ada ni o se ma n pe laye.
Odún mẹ́wàá sẹ́yìn ni mo rin.,/content/drive/MyDrive/clips/common_voice_yo_36991173.mp3,Odun mewaa seyin ni mo rin.
Ìgbòho gba mílíọ̀nù méjì lọ́wọ́ ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_36991208.mp3,Igboho gba milionu meji lowo ijoba.
Mi ò ní lè bọ́lẹ̀ mọ́ nítorí mi ò tíì dé ìbùsọ̀ mi rárá.,/content/drive/MyDrive/clips/common_voice_yo_36991209.mp3,Mi o ni le bole mo nitori mi o tii de ibuso mi rara.
Gbàrà tí oyún wálẹ̀ lára ìyàwó Dọ̀tun ló lọ sí ilé ìwòsàn,/content/drive/MyDrive/clips/common_voice_yo_36991210.mp3,Gbara ti oyun wale lara iyawo Dotun lo lo si ile iwosan
Àwọn aláìní nǹkan pè fún ìyapa Nàíjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36991211.mp3,Awon alaini nnkan pe fun iyapa Naijiria.
Àwọn ajagungbalẹ̀ gba ilẹ̀ tó yẹ fún Ilé ìjọsìn wa.,/content/drive/MyDrive/clips/common_voice_yo_36991212.mp3,Awon ajagungbale gba ile to ye fun Ile ijosin wa.
"Nítorí àlàyé tí Fáyẹmí ṣe fún àwọn akọ̀ròyìn, mo bá wọn sọ̀rọ̀",/content/drive/MyDrive/clips/common_voice_yo_36991234.mp3,"Nitori alaye ti Fayemi se fun awon akoroyin, mo ba won soro"
Ìbùkùn ọlọ́run ní mú èèyàn là láìfi wàhálà kun.,/content/drive/MyDrive/clips/common_voice_yo_36991235.mp3,Ibukun olorun ni mu eeyan la laifi wahala kun.
"Ọlá ti gba sọ̀wédowó, ilé fúláàtì àti àwọn nǹkan mìíràn.",/content/drive/MyDrive/clips/common_voice_yo_36991236.mp3,"Ola ti gba sowedowo, ile fulaati ati awon nnkan miiran."
"Lápá kan, Yọ̀mí Fábóyè àti Túndé Ìdòwú ń bá ara wọn sọ̀rọ̀",/content/drive/MyDrive/clips/common_voice_yo_36991241.mp3,"Lapa kan, Yomi Faboye ati Tunde Idowu n ba ara won soro"
Àwọn ohun mẹ́fà tí Mùsùlùmí gbọdọ̀ ṣe nínú oṣù àwẹ̀ rèé.,/content/drive/MyDrive/clips/common_voice_yo_36991242.mp3,Awon ohun mefa ti Musulumi gbodo se ninu osu awe ree.
Yẹmí Òṣínbájò ni igbákejì ààrẹ orílẹ̀ èdè Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36991243.mp3,Yemi Osinbajo ni igbakeji aare orile ede Naijiria.
Ẹ̀mí ọlọ́pàá méjì bọ́ nílùú Ẹ̀kọ́ lánàá.,/content/drive/MyDrive/clips/common_voice_yo_36991244.mp3,Emi olopaa meji bo niluu Eko lanaa.
Wàhálà tún ti bẹ́ sílẹ̀ láàrín Ifẹ̀ àti Mọdákẹ́kẹ́ lẹ́yìnọ̀rẹyìn,/content/drive/MyDrive/clips/common_voice_yo_36991245.mp3,Wahala tun ti be sile laarin Ife ati Modakeke leyinoreyin
Báwo ni ká ti gbọ́ pé odindi ìyàwó ilé ní ojúkòkòrò ọkùnrin?,/content/drive/MyDrive/clips/common_voice_yo_36991273.mp3,Bawo ni ka ti gbo pe odindi iyawo ile ni ojukokoro okunrin?
Nítòótọ́ lá ń gbé oúnjẹ lọ fún àwọn ajínigbé.,/content/drive/MyDrive/clips/common_voice_yo_36991274.mp3,Nitooto la n gbe ounje lo fun awon ajinigbe.
Ọ̀rànyàn ni orúkọ ìlú àwọn òbí tó bí mi lọ́mọ.,/content/drive/MyDrive/clips/common_voice_yo_36991275.mp3,Oranyan ni oruko ilu awon obi to bi mi lomo.
Àwọn ẹbí sáré dìgbà dìgbà lọ sí ilé ìwòsàn láti pàdé Túndé,/content/drive/MyDrive/clips/common_voice_yo_36991276.mp3,Awon ebi sare digba digba lo si ile iwosan lati pade Tunde
Ọmọ Ààrẹ̀ Bùhari sọ̀rọ̀ lórí ààrùn jẹjẹrẹ níbi ìpàdá àwọn ọ̀dọ́.,/content/drive/MyDrive/clips/common_voice_yo_36991277.mp3,Omo Aare Buhari soro lori aarun jejere nibi ipada awon odo.
Ìyábọ̀ ní ìkébé òun tóbí ju ohun tí òun lè dọwọ́ bò lọ.,/content/drive/MyDrive/clips/common_voice_yo_36991298.mp3,Iyabo ni ikebe oun tobi ju ohun ti oun le dowo bo lo.
Lẹ́nu àbẹ̀wò tí Ládọjà ṣe sí ọ̀dọ̀ Gómìnà ni a ti rí owó gbà,/content/drive/MyDrive/clips/common_voice_yo_36991300.mp3,Lenu abewo ti Ladoja se si odo Gomina ni a ti ri owo gba
Ó yẹ kí oun tuntun yìí tún kọ́ àwọn amòfin Nàíjíríà ní ẹ̀kọ́,/content/drive/MyDrive/clips/common_voice_yo_36991304.mp3,O ye ki oun tuntun yii tun ko awon amofin Naijiria ni eko
Àwọn èròjà tí ama lò wà ní inú yàrá.,/content/drive/MyDrive/clips/common_voice_yo_36991342.mp3,Awon eroja ti ama lo wa ni inu yara.
Àwọn agbébọn pa ìyàw olóṣèlú kan ní Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36991343.mp3,Awon agbebon pa iyaw oloselu kan ni Ibadan.
Ìgbà wo ni ìyàwó Rẹ̀mí ma ti ọjà dé?,/content/drive/MyDrive/clips/common_voice_yo_36991349.mp3,Igba wo ni iyawo Remi ma ti oja de?
Àwọn Ọba ilẹ̀ Yorùbá ní ìpàdé lọ́jọ́ Ìṣẹ́gun.,/content/drive/MyDrive/clips/common_voice_yo_36991350.mp3,Awon Oba ile Yoruba ni ipade lojo Isegun.
Ọkọ̀ olówó iyebíye mẹ́wàá nìkan ni ọlọ́lá yìí gùn nígbà ayé rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36991351.mp3,Oko olowo iyebiye mewaa nikan ni olola yii gun nigba aye re.
Ẹni tí àwọn ìjọ Ọlọ́run gbógun tì ni ó ti di olóríire báyìí,/content/drive/MyDrive/clips/common_voice_yo_37036816.mp3,Eni ti awon ijo Olorun gbogun ti ni o ti di oloriire bayii
